HouseID,SizeSqFt,Bedrooms,Bathrooms,Location,PriceUSD,RentUSD
1374,3872,5,3,New York,1866304,12551
1375,4106,4,1,San Diego,981334,6227
1376,4899,4,3,Chicago,2180055,10451
1377,2737,1,2,Phoenix,670565,5475
1378,658,2,2,Philadelphia,265174,717
1379,3041,5,2,San Antonio,708553,4097
1380,4977,4,2,Phoenix,2164995,19369
1381,4082,1,2,Houston,1249092,6836
1382,775,3,3,Houston,349525,2712
1383,3800,5,3,San Jose,995600,6592
1384,2999,5,1,New York,734755,2438
1385,3484,3,1,New York,522600,4959
1386,3247,1,1,Philadelphia,590954,5433
1387,3499,5,3,Phoenix,458369,4467
1388,4310,2,2,New York,1698140,8367
1389,4799,1,2,Houston,935805,5683
1390,4409,5,1,Phoenix,1066978,10557
1391,774,3,3,San Jose,171828,497
1392,1538,5,2,San Antonio,464476,2577
1393,2428,1,3,San Diego,990624,7299
1394,1782,2,3,Phoenix,482922,2369
1395,3773,3,2,San Antonio,675367,1555
1396,3506,1,3,Houston,648610,4290
1397,1932,3,3,Chicago,461748,2430
1398,3563,5,1,New York,1378881,3988
1399,4540,5,2,Philadelphia,1865940,5109
1400,3048,5,3,Philadelphia,1374648,11928
1401,4117,5,2,San Diego,1749725,13213
1402,4133,2,3,San Jose,1979707,6559
1403,4551,3,2,Phoenix,1210566,4172
1404,3676,3,3,San Diego,646976,2735
1405,3400,5,1,Phoenix,1241000,3495
1406,1800,5,3,San Diego,667800,5680
1407,2219,5,1,Dallas,317317,3118
1408,3001,2,3,New York,324108,1935
1409,3996,3,1,San Antonio,1374624,13248
1410,4812,4,1,San Jose,1318488,12636
1411,619,5,2,New York,97802,247
1412,3092,4,1,San Diego,1317192,9362
1413,2397,1,2,Phoenix,628014,3756
1414,4817,1,1,New York,1897898,9995
1415,4966,3,1,San Antonio,1996332,13129
1416,2057,3,3,San Antonio,310607,885
1417,2370,4,2,Philadelphia,315210,713
1418,2748,2,3,San Diego,645780,4375
1419,614,1,3,San Jose,92714,517
1420,4955,2,3,Phoenix,1734250,13938
1421,1449,4,3,Phoenix,582498,3865
1422,2987,1,3,Philadelphia,1224670,7997
1423,4715,3,2,New York,1188180,7405
1424,4684,3,2,San Diego,2018804,9857
1425,3525,5,1,San Antonio,1480500,4593
1426,3178,3,1,Dallas,638778,2991
1427,3979,2,3,San Diego,1141973,8610
1428,1419,1,3,Chicago,648483,1666
1429,3937,3,3,Dallas,622046,5515
1430,3464,5,3,San Diego,713584,2910
1431,3933,1,3,San Antonio,1478808,9293
1432,819,4,3,Chicago,269451,2269
1433,1827,3,2,Houston,425691,3049
1434,2494,4,2,Philadelphia,892852,8809
1435,2074,5,1,Philadelphia,429318,3137
1436,2333,2,2,Phoenix,723230,2654
1437,1797,5,1,Phoenix,702627,6539
1438,3523,1,3,Dallas,605956,3009
1439,1470,4,2,New York,214620,2131
1440,2761,5,1,Houston,715099,6596
1441,865,2,3,San Jose,93420,348
1442,1185,1,2,Philadelphia,155235,1498
1443,3316,4,3,Dallas,659884,5851
1444,1517,1,2,Dallas,617419,2724
1445,4432,2,3,San Antonio,1839280,8802
1446,3435,4,3,Philadelphia,1662540,14024
1447,1990,5,2,San Jose,495510,3973
1448,4971,5,3,Los Angeles,1690140,11218
1449,2148,5,3,Philadelphia,938676,7399
1450,833,1,3,San Jose,397341,1944
1451,1851,1,2,Houston,808887,3045
1452,4838,1,1,Phoenix,745052,2743
1453,4695,2,3,Philadelphia,1530570,10400
1454,4069,1,1,San Antonio,585936,2687
1455,3165,5,3,Phoenix,544380,1238
1456,3529,2,3,San Diego,617575,5602
1457,3269,2,1,Los Angeles,1046080,7257
1458,3896,3,2,San Diego,794784,6372
1459,1390,4,1,San Antonio,371130,3336
1460,1244,3,3,Houston,205260,2007
1461,1682,1,3,Philadelphia,403680,3258
1462,3664,2,2,Dallas,479984,3441
1463,3994,2,3,San Antonio,1973036,19395
1464,4656,4,3,San Diego,2234880,9550
1465,3681,1,3,San Diego,1093257,5608
1466,688,2,2,San Jose,109392,927
1467,2704,4,2,San Antonio,1114048,4329
1468,862,3,3,Phoenix,395658,2567
1469,1208,5,3,Phoenix,488032,4380
1470,2167,4,1,Chicago,819126,5888
1471,3269,1,3,Chicago,539385,3740
1472,4047,1,2,Los Angeles,1092690,10367
1473,4564,1,3,San Antonio,579628,5715
1474,2730,4,1,Dallas,616980,3006
1475,4423,4,1,Philadelphia,1335746,7972
1476,1866,2,1,New York,220188,1242
1477,3281,5,3,San Diego,449497,1201
1478,531,2,3,Dallas,194346,1588
1479,1443,3,2,Dallas,353535,864
1480,802,5,2,Chicago,340048,2012
1481,2908,5,1,New York,1125396,8251
1482,4679,5,3,Houston,1838847,14801
1483,3162,3,1,New York,834768,3817
1484,4348,5,3,Houston,1300052,9668
1485,4386,5,2,Houston,1166676,7002
1486,3643,2,3,San Diego,1285979,12683
1487,3975,2,2,Dallas,1685400,11855
1488,2542,4,1,Chicago,388926,1923
1489,3757,1,1,Chicago,1352520,6450
1490,3455,5,3,Phoenix,397325,3313
1491,1897,3,2,Houston,705684,6413
1492,1475,4,3,Los Angeles,438075,3785
1493,3566,2,1,Chicago,1490588,11540
1494,2499,1,1,San Diego,672231,5835
1495,2003,5,1,Los Angeles,466699,2952
1496,2160,2,3,Chicago,321840,788
1497,2289,4,1,Houston,373107,2440
1498,4011,4,1,San Diego,1251432,10573
1499,4029,5,1,Los Angeles,1792905,16132
1500,2439,4,3,New York,339021,1203
1501,2433,1,2,Phoenix,892911,6583
1502,3730,1,1,San Antonio,988450,4645
1503,2302,2,1,Philadelphia,667580,1975
1504,2550,4,3,San Antonio,841500,6761
1505,3391,2,3,Los Angeles,634117,4022
1506,2111,3,2,Houston,259653,2045
1507,4093,4,1,San Antonio,1178784,2720
1508,2554,3,1,San Jose,740660,3727
1509,4431,2,3,Dallas,1847727,14267
1510,4241,5,3,Philadelphia,1509796,9124
1511,3066,1,3,Dallas,748104,3244
1512,4574,1,2,Dallas,1683232,14163
1513,1387,4,2,Phoenix,323171,1675
1514,629,5,3,Los Angeles,127058,599
1515,3873,5,2,Phoenix,921774,2697
1516,4988,4,2,Phoenix,1341772,12279
1517,820,4,1,Houston,245180,1917
1518,3185,5,3,San Diego,1452360,9358
1519,4298,1,1,Los Angeles,1366764,4378
1520,3608,5,3,Phoenix,1360216,8397
1521,4696,5,2,San Diego,864064,8045
1522,2412,3,2,Chicago,448632,3804
1523,3544,4,3,New York,1268752,8115
1524,3128,4,1,Dallas,803896,7086
1525,2817,1,3,San Jose,1259199,7614
1526,3937,4,3,San Diego,1232281,10319
1527,4352,4,2,Los Angeles,987904,7245
1528,771,5,2,San Diego,335385,2348
1529,1039,1,3,Phoenix,254555,828
1530,4590,3,3,San Antonio,1964520,9741
1531,2809,1,1,New York,938206,4574
1532,4337,3,1,San Jose,1951650,10936
1533,1587,4,2,Los Angeles,363423,2943
1534,4995,1,1,Philadelphia,979020,4439
1535,1042,3,1,Los Angeles,441808,2902
1536,3364,5,1,Phoenix,1406152,2879
1537,3097,5,1,Phoenix,538878,3823
1538,4531,2,2,San Antonio,629809,3583
1539,2865,1,2,Houston,530025,4550
1540,1070,4,1,Dallas,232190,548
1541,2842,4,2,San Antonio,645134,4871
1542,1003,4,3,Chicago,274822,1813
1543,1879,4,3,San Antonio,242391,987
1544,1984,3,2,Philadelphia,839232,6180
1545,2019,4,2,Dallas,236223,2257
1546,513,5,2,New York,186732,973
1547,1274,5,1,Los Angeles,531258,2107
1548,2350,2,3,San Jose,742600,4725
1549,3410,3,2,Phoenix,1104840,5275
1550,3984,1,3,Houston,1027872,2080
1551,1114,1,3,Dallas,403268,1652
1552,1809,2,1,Philadelphia,455868,3411
1553,4338,4,3,Phoenix,1717848,6928
1554,3718,1,1,San Diego,1059630,4670
1555,2131,5,1,New York,914199,2359
1556,610,3,3,San Antonio,249490,1428
1557,798,1,2,San Jose,360696,3123
1558,707,1,3,San Diego,273609,2012
1559,924,4,1,Chicago,334488,1585
1560,3461,5,1,Los Angeles,685278,3417
1561,1380,5,2,Chicago,608580,3991
1562,3202,4,1,New York,995822,4443
1563,641,2,3,New York,149994,1397
1564,2067,1,2,Phoenix,322452,1478
1565,640,1,1,Phoenix,72320,658
1566,3350,3,3,San Diego,1045200,10268
1567,3193,4,3,San Jose,510880,3596
1568,2820,1,2,Los Angeles,998280,6479
1569,2544,5,1,Phoenix,984528,3726
1570,4919,3,3,Los Angeles,924772,2290
1571,3059,4,2,Philadelphia,504735,3927
1572,2421,3,2,San Jose,515673,1457
1573,4974,2,1,Houston,1402668,6282
1574,1358,1,2,Philadelphia,547274,2304
1575,1654,3,1,Dallas,729414,3986
1576,2533,2,3,New York,347021,2020
1577,4424,1,2,Dallas,641480,5441
1578,1231,5,1,San Jose,131717,729
1579,3512,1,2,San Diego,1229200,5881
1580,2615,4,3,Houston,1179365,5288
1581,561,2,3,Houston,198594,1016
1582,4519,2,2,Los Angeles,1929613,5335
1583,550,4,3,Phoenix,82500,432
1584,1102,4,1,Houston,490390,4498
1585,4541,5,1,Houston,2256877,14677
1586,4491,4,1,San Jose,2119752,12705
1587,4663,4,3,Los Angeles,2261555,5773
1588,1005,2,2,Phoenix,415065,2824
1589,4859,1,3,San Diego,2390628,18812
1590,3219,2,3,Houston,740370,4942
1591,2185,1,2,San Diego,509105,3638
1592,2590,5,1,Phoenix,318570,1566
1593,4423,3,3,Houston,1968235,4383
1594,3086,3,2,Phoenix,607942,3691
1595,4896,5,1,Los Angeles,773568,3853
1596,901,4,3,San Antonio,407252,1502
1597,4531,2,3,Dallas,1517885,10513
1598,4083,3,3,Dallas,2029251,12011
1599,4334,2,3,Chicago,1625250,3685
1600,2121,5,3,San Diego,218463,1803
1601,4988,2,3,San Jose,2179756,20441
1602,2351,3,1,Phoenix,855764,7982
1603,4247,4,1,Phoenix,1426992,6248
1604,1476,5,1,San Jose,712908,3330
1605,3906,4,3,New York,449190,2508
1606,2627,1,3,Chicago,344137,2912
1607,3755,5,2,Los Angeles,1468205,11695
1608,1776,5,2,San Jose,488400,2077
1609,3093,4,1,New York,1122759,2998
1610,3417,1,2,Phoenix,830331,7746
1611,1507,3,2,San Jose,506352,1162
1612,627,3,3,San Antonio,250800,946
1613,2683,3,1,Phoenix,1073200,10179
1614,2189,3,1,New York,242979,2351
1615,2692,4,2,Houston,516864,1866
1616,1163,3,2,New York,401235,1562
1617,4038,1,2,San Jose,520902,3715
1618,2268,3,1,Los Angeles,269892,758
1619,2219,5,2,Los Angeles,339507,1279
1620,2950,3,1,Los Angeles,734550,2602
1621,2823,1,3,New York,959820,2495
1622,3895,4,1,Los Angeles,1616425,4014
1623,3185,5,1,Los Angeles,805805,2327
1624,3306,5,2,San Diego,360354,1620
1625,1697,4,2,Houston,398795,3194
1626,1976,3,1,New York,414960,2901
1627,1651,5,1,New York,643890,3132
1628,872,3,1,Chicago,174400,1436
1629,2756,1,1,Chicago,1182324,5627
1630,3982,1,3,Houston,1122924,6778
1631,1735,4,2,Los Angeles,461510,2004
1632,1684,1,3,San Diego,424368,3640
1633,914,2,1,Philadelphia,235812,1669
1634,2238,3,1,New York,908628,8237
1635,1294,4,3,New York,399846,1890
1636,870,3,2,New York,292320,772
1637,728,4,1,San Antonio,321048,1181
1638,1337,3,3,Chicago,469287,3775
1639,3893,3,3,Houston,1895891,18076
1640,1944,3,1,Los Angeles,468504,1599
1641,1383,4,2,Chicago,395538,1063
1642,1305,2,3,San Diego,626400,4878
1643,2848,5,1,Los Angeles,740480,5393
1644,4792,1,2,San Diego,1140496,10368
1645,598,4,2,San Antonio,159666,874
1646,1008,4,1,Dallas,105840,904
1647,4234,2,1,Dallas,1367582,11672
1648,4644,4,2,Dallas,868428,8440
1649,1147,5,1,San Jose,542531,1803
1650,3576,1,3,San Diego,1569864,10917
1651,3615,2,3,San Antonio,773610,2066
1652,4200,2,2,New York,777000,4122
1653,2818,1,2,New York,924304,6775
1654,782,3,1,Chicago,82892,472
1655,4464,5,1,Dallas,861552,4943
1656,3960,1,3,Houston,1172160,4255
1657,2182,1,3,New York,595686,3280
1658,3769,3,2,Phoenix,881946,3509
1659,2777,2,1,Chicago,1060814,10505
1660,1868,1,3,Los Angeles,750936,3995
1661,2907,5,2,New York,1220940,5524
1662,1008,3,2,San Jose,322560,2725
1663,2430,2,3,Houston,245430,684
1664,4770,2,3,San Diego,753660,4347
1665,2366,3,1,Chicago,579670,5042
1666,2293,2,2,San Jose,1041022,4258
1667,4807,2,3,Houston,1235399,5664
1668,3327,4,3,Los Angeles,658746,2102
1669,4163,4,2,Chicago,1902491,17465
1670,1164,3,2,Phoenix,301476,1572
1671,2625,1,1,San Antonio,475125,1023
1672,3889,5,3,San Antonio,1792829,4470
1673,3545,5,1,San Diego,414765,1055
1674,4435,4,2,Houston,1059965,10238
1675,1417,1,3,San Jose,531375,2438
1676,784,4,2,Chicago,307328,743
1677,1552,1,2,San Diego,668912,5430
1678,2471,1,2,Chicago,489258,2629
1679,2053,2,1,New York,416759,3440
1680,2752,4,3,New York,877888,8334
1681,1104,4,1,San Diego,411792,2076
1682,1453,4,3,San Jose,212138,1890
1683,2804,2,2,Phoenix,964576,6089
1684,1348,3,3,Phoenix,485280,1426
1685,1840,5,1,San Antonio,594320,3520
1686,3964,3,3,San Jose,578744,1277
1687,1964,4,1,Chicago,567596,1842
1688,2886,2,3,New York,718614,1952
1689,3769,5,1,Houston,821642,5293
1690,2480,3,2,San Diego,659680,1867
1691,3874,2,3,San Antonio,1495364,10084
1692,4708,5,2,San Antonio,753280,6187
1693,2085,4,1,Chicago,471210,1309
1694,1176,1,1,San Antonio,299880,1557
1695,4400,1,3,New York,1346400,12700
1696,4729,3,1,Phoenix,718808,1568
1697,3839,5,3,San Diego,1696838,4081
1698,4627,5,3,Philadelphia,1670347,12122
1699,3790,2,1,New York,1819200,6905
1700,640,2,1,San Antonio,277760,2073
1701,4207,3,3,Dallas,1270514,11297
1702,4972,2,3,New York,2441252,11603
1703,3131,1,2,Chicago,1396426,5592
1704,1578,5,3,San Diego,159378,726
1705,4920,2,3,Chicago,698640,3964
1706,653,1,2,Chicago,184146,964
1707,529,5,2,San Jose,68770,513
1708,2839,5,2,New York,576317,1264
1709,3663,3,2,San Antonio,1373625,8611
1710,3971,5,1,San Jose,512259,3769
1711,1641,5,1,Chicago,375789,3058
1712,833,3,3,Chicago,281554,2383
1713,4221,2,2,San Diego,1561770,12135
1714,1880,3,3,Phoenix,492560,1203
1715,4688,1,3,New York,1326704,6776
1716,4453,4,2,New York,1371524,2949
1717,857,5,2,Houston,343657,2186
1718,1729,4,2,Houston,421876,4059
1719,2587,2,2,Chicago,313027,1171
1720,575,4,3,San Jose,70725,440
1721,2582,2,3,Philadelphia,663574,6220
1722,4619,1,3,Dallas,1759839,13929
1723,2330,4,3,Houston,365810,3541
1724,2132,5,3,New York,366704,3517
1725,744,4,3,Houston,276024,705
1726,2809,4,3,San Antonio,1264050,7991
1727,3288,1,3,San Jose,1417128,7027
1728,1138,3,3,Dallas,426750,3199
1729,3669,4,1,New York,1452924,14383
1730,2905,3,3,Phoenix,769825,2907
1731,4983,3,1,Houston,1021515,4225
1732,856,3,2,Chicago,397184,2418
1733,4208,3,3,Los Angeles,896304,6899
1734,3681,1,2,Phoenix,831906,7879
1735,2347,5,2,San Diego,1119519,4807
1736,3997,5,2,Chicago,595553,5521
1737,4907,1,1,San Antonio,726236,2426
1738,2545,2,2,San Jose,934015,4124
1739,4341,4,2,New York,1753764,3655
1740,3356,5,1,Los Angeles,926256,4989
1741,1918,1,2,Chicago,918722,2652
1742,1310,3,1,San Jose,554130,5214
1743,509,1,1,San Jose,103836,887
1744,566,1,2,Philadelphia,262624,1627
1745,1604,2,3,San Diego,683304,6069
1746,1693,3,1,Philadelphia,619638,1554
1747,1610,4,2,Dallas,301070,2033
1748,4395,3,1,San Jose,1085565,2910
1749,4761,1,3,Philadelphia,1214055,10188
1750,4025,1,3,New York,1143100,2898
1751,834,4,1,San Antonio,271050,2709
1752,1754,1,1,Philadelphia,777022,2781
1753,4962,1,3,San Antonio,1925256,5359
1754,4799,4,3,Philadelphia,839825,3122
1755,1941,3,3,Houston,209628,1412
1756,2304,1,3,New York,781056,5862
1757,1269,2,1,Houston,552015,2817
1758,3153,3,1,Houston,1179222,4338
1759,1332,5,2,Los Angeles,456876,3244
1760,2989,4,2,Dallas,926590,2104
1761,3853,4,2,San Diego,1575877,14165
1762,2243,1,1,Phoenix,1083369,8838
1763,1699,2,1,San Antonio,445138,1030
1764,776,3,3,Los Angeles,257632,1473
1765,2862,1,3,Dallas,895806,4614
1766,4567,1,3,Houston,2214995,4993
1767,2197,4,1,San Antonio,417430,3650
1768,3228,5,3,Philadelphia,645600,3145
1769,4063,3,2,Los Angeles,1698334,9225
1770,3683,3,3,New York,1565275,13672
1771,859,4,1,Dallas,350472,768
1772,1879,2,2,San Jose,806091,6759
1773,2472,3,1,San Jose,365856,3380
1774,2725,5,2,Chicago,752100,4658
1775,1887,3,2,Chicago,626484,3987
1776,982,1,1,Los Angeles,474306,3204
1777,2788,2,1,San Diego,830824,6168
1778,1371,5,1,Chicago,556626,2348
1779,3223,3,2,Dallas,1556709,11397
1780,4643,2,3,San Diego,2223997,16115
1781,1100,3,2,Dallas,397100,3201
1782,2009,4,2,Chicago,877933,5550
1783,2529,1,1,San Jose,369234,1304
1784,2000,4,3,Chicago,936000,3022
1785,3993,1,1,San Antonio,950334,2450
1786,831,1,3,Chicago,315780,1399
1787,1144,4,2,San Diego,360360,2130
1788,933,3,3,Houston,404922,1684
1789,3444,2,1,Phoenix,1363824,13019
1790,1408,5,3,Houston,481536,2987
1791,1590,3,1,San Jose,213060,1810
1792,2786,5,3,New York,1384642,13521
1793,2879,3,3,Philadelphia,1324340,7374
1794,2513,3,2,Philadelphia,452340,1887
1795,1069,1,2,Houston,347425,2127
1796,4063,5,3,San Antonio,1954303,6591
1797,3689,2,1,Los Angeles,793135,5535
1798,3707,4,3,Chicago,593120,3924
1799,1748,5,1,Philadelphia,751640,4317
1800,3832,2,1,Phoenix,1448496,5041
1801,3068,5,3,Dallas,1392872,10679
1802,1101,2,1,San Jose,480036,4562
1803,2142,5,2,Houston,430542,4278
1804,2281,1,2,Philadelphia,1101723,7333
1805,2879,5,2,Chicago,558526,2794
1806,953,5,2,Los Angeles,414555,4020
1807,3105,1,3,San Diego,1145745,9366
1808,842,5,1,Los Angeles,196186,1411
1809,4199,3,2,Phoenix,1070745,7817
1810,543,1,3,San Jose,144981,988
1811,3549,5,1,Dallas,511056,3815
1812,2020,5,2,Philadelphia,335320,2772
1813,4398,4,2,Los Angeles,1803180,5753
1814,1955,3,2,Chicago,774180,2690
1815,3004,5,2,Dallas,1282708,9760
1816,4169,1,2,Phoenix,1946923,8067
1817,770,5,3,Houston,365750,2928
1818,1744,1,3,San Antonio,418560,3172
1819,2490,5,2,San Jose,1088130,10396
1820,1519,4,1,Dallas,563549,3072
1821,4241,1,3,Chicago,1344397,11328
1822,4012,1,2,Dallas,1861568,12617
1823,3607,2,3,San Antonio,1417551,5965
1824,2829,5,3,San Diego,466785,3766
1825,2454,1,2,Dallas,905526,2723
1826,3542,4,1,Chicago,761530,2939
1827,917,5,3,New York,94451,543
1828,4517,1,3,New York,1431889,12264
1829,3537,5,2,San Diego,1280394,4466
1830,3684,4,2,Phoenix,1171512,6799
1831,1785,1,2,Los Angeles,840735,7675
1832,4481,4,3,Los Angeles,609416,2216
1833,3817,1,1,Phoenix,1446643,4652
1834,1157,1,1,Philadelphia,440817,3495
1835,4890,3,3,San Jose,723720,4951
1836,3809,5,3,New York,556114,5103
1837,978,4,3,San Antonio,254280,1084
1838,2061,5,1,Los Angeles,331821,1443
1839,3168,5,3,San Diego,481536,1496
1840,3419,2,2,Houston,1360762,11292
1841,2261,2,3,New York,621775,2398
1842,3488,1,3,Los Angeles,582496,1580
1843,4323,2,3,San Antonio,1789722,10449
1844,3055,5,1,Houston,320775,1406
1845,3275,2,1,Phoenix,887525,3294
1846,4393,2,3,Los Angeles,896172,7585
1847,4694,5,2,Houston,1713310,15123
1848,3218,1,2,San Jose,576022,2575
1849,3454,3,2,San Jose,518100,4132
1850,3038,1,3,San Diego,1285074,9826
1851,3624,1,2,San Jose,1420608,12712
1852,2493,1,2,Philadelphia,605799,5639
1853,3508,4,1,New York,673536,4830
1854,3318,5,2,San Jose,945630,4338
1855,1303,1,1,Los Angeles,201965,1790
1856,4718,3,1,Phoenix,1948534,12653
1857,3267,2,1,Phoenix,797148,7130
1858,1515,2,2,Los Angeles,690840,3834
1859,3860,2,3,Chicago,1019040,8410
1860,1999,3,1,New York,277861,1442
1861,2214,1,2,Chicago,352026,2420
1862,2701,1,1,San Diego,939948,4158
1863,3008,1,2,Los Angeles,1079872,6108
1864,1720,2,1,Phoenix,490200,2037
1865,3386,5,1,San Jose,369074,1001
1866,4811,5,2,San Antonio,837114,4408
1867,4020,5,2,San Antonio,856260,2510
1868,4544,4,1,San Jose,2062976,15806
1869,4924,4,3,Dallas,2004068,14929
1870,4921,2,1,Phoenix,2253818,8199
1871,4067,5,1,Philadelphia,959812,3195
1872,659,1,1,San Jose,135095,490
1873,1859,2,1,Phoenix,423852,2495
1874,1803,1,3,Phoenix,274056,2052
1875,2517,4,1,San Jose,422856,2375
1876,1495,5,2,New York,412620,1128
1877,2543,5,1,Philadelphia,1268957,3748
1878,950,2,2,San Jose,398050,1247
1879,4545,2,1,San Diego,813555,4420
1880,1361,3,1,Philadelphia,587952,2075
1881,1448,3,3,Houston,273672,2674
1882,2765,3,3,Dallas,392630,3838
1883,2077,3,3,San Diego,893110,2683
1884,4155,1,2,San Jose,855930,2392
1885,4714,2,2,Los Angeles,758954,5666
1886,1659,4,2,Los Angeles,258804,1820
1887,3737,2,1,Los Angeles,1823656,6409
1888,2340,5,3,Philadelphia,313560,704
1889,897,5,3,Dallas,445809,1553
1890,4619,2,3,San Antonio,531185,3683
1891,3009,5,1,Chicago,1453347,4607
1892,976,5,2,San Diego,99552,918
1893,1741,5,2,San Diego,282042,2101
1894,3016,2,1,San Diego,1031472,4748
1895,2092,5,3,Dallas,422584,1313
1896,3946,4,1,Philadelphia,907580,8387
1897,4676,1,2,San Jose,1458912,3930
1898,1176,5,1,Los Angeles,344568,2422
1899,3094,5,1,Los Angeles,467194,1883
1900,4028,1,1,San Diego,946580,8103
1901,2011,3,1,Chicago,462530,1447
1902,3037,3,3,San Diego,1242133,5332
1903,2428,3,2,Houston,1187292,4976
1904,795,5,2,Los Angeles,345030,2364
1905,873,1,2,Dallas,178092,1607
1906,2252,2,1,Chicago,522464,3668
1907,2663,1,2,Philadelphia,798900,4963
1908,664,2,1,Dallas,97608,296
1909,4102,5,1,San Antonio,1981266,19422
1910,850,3,3,San Jose,226100,1951
1911,1507,4,3,San Jose,206459,464
1912,4603,1,1,Dallas,1136941,10321
1913,1533,3,3,Houston,703647,4356
1914,2848,5,1,Houston,729088,5448
1915,896,3,3,San Antonio,290304,1488
1916,2354,3,2,Chicago,750926,3006
1917,665,4,1,San Antonio,221445,1443
1918,4838,3,3,Phoenix,1891658,13546
1919,1199,3,1,Phoenix,225412,1822
1920,1617,2,1,New York,690459,3720
1921,2505,2,1,San Antonio,1172340,10330
1922,4951,5,1,New York,1609075,8287
1923,2776,1,3,Phoenix,638480,4669
1924,3873,4,1,Phoenix,790092,1702
1925,3432,5,2,San Jose,1256112,5979
1926,569,1,1,Los Angeles,249791,1169
1927,2823,4,1,Los Angeles,886422,6259
1928,2154,2,3,Chicago,891756,4367
1929,870,2,1,Phoenix,201840,486
1930,4268,1,2,Los Angeles,529232,2758
1931,3378,1,2,San Jose,1378224,7159
1932,2148,1,1,San Jose,715284,2748
1933,2198,4,1,Houston,874804,6787
1934,2386,2,2,New York,827942,8261
1935,841,5,2,Houston,144652,584
1936,2775,4,3,Phoenix,738150,6866
1937,4762,1,3,New York,1338122,6102
1938,3998,2,1,Philadelphia,1939030,18539
1939,1030,4,2,Phoenix,432600,3517
1940,707,1,2,New York,284214,2118
1941,2869,4,2,San Diego,717250,7020
1942,3937,5,2,Los Angeles,692912,6827
1943,3757,2,2,New York,702559,3005
1944,3011,3,3,Dallas,490793,2869
1945,1012,3,1,New York,352176,1787
1946,671,3,1,San Antonio,155672,1298
1947,2948,5,3,San Antonio,772376,1729
1948,2237,5,1,Houston,796372,6954
1949,4858,2,1,San Jose,1554560,12821
1950,3835,2,3,Dallas,1269385,5868
1951,1015,3,3,Chicago,442540,1558
1952,4007,5,1,San Jose,993736,8033
1953,4502,1,2,Dallas,472710,3872
1954,3555,1,2,Dallas,1621080,6350
1955,3873,2,3,Houston,538347,4681
1956,3725,3,1,Phoenix,741275,6123
1957,2012,4,1,Houston,223332,1255
1958,3470,5,3,Phoenix,1651720,13917
1959,4435,3,1,New York,2009055,4639
1960,3555,4,2,San Jose,1141155,7539
1961,670,3,1,Dallas,166160,1511
1962,4855,1,2,New York,1014695,6640
1963,4040,1,1,San Antonio,1106960,6996
1964,2474,1,1,New York,690246,3146
1965,4713,1,3,New York,2158554,7133
1966,738,5,2,Dallas,209592,1786
1967,4495,3,1,Dallas,1222640,9407
1968,4863,1,3,Philadelphia,2412048,19061
1969,4762,2,1,Houston,1928610,7057
1970,2767,2,3,Los Angeles,293302,2020
1971,1473,2,3,New York,679053,2025
1972,747,5,3,Phoenix,271908,1139
1973,2502,2,1,San Jose,452862,1385
1974,2016,5,1,Philadelphia,320544,2706
1975,4914,1,1,Houston,1282554,6335
1976,1455,3,1,San Jose,327375,3069
1977,3222,2,2,New York,502632,2641
1978,4556,5,3,Chicago,1330352,10475
1979,4450,4,2,San Diego,636350,3794
1980,4436,2,2,Chicago,1596960,9483
1981,1618,4,1,Houston,292858,692
1982,3230,5,1,Houston,578170,1259
1983,746,3,2,Houston,366286,1313
1984,1439,3,3,Phoenix,175558,1072
1985,2389,5,3,San Jose,372684,2384
1986,1774,5,3,Los Angeles,698956,5369
1987,4097,1,1,Dallas,716975,4037
1988,4712,1,1,Chicago,2054432,15646
1989,853,4,2,Chicago,370202,3354
1990,712,1,2,Dallas,296192,2605
1991,1053,2,1,Dallas,209547,1456
1992,3165,4,3,Chicago,1101420,6942
1993,2709,2,1,New York,839790,3002
1994,2040,4,2,New York,422280,2862
1995,551,1,3,Los Angeles,239134,1410
1996,1282,2,3,San Antonio,316654,1644
1997,2828,5,2,Los Angeles,924756,8123
1998,3907,2,1,Phoenix,402421,1080
1999,2826,5,2,Dallas,1133226,10799
2000,839,2,2,New York,375872,1242
2001,3886,1,3,Houston,1111396,9973
2002,1808,3,1,New York,180800,1533
2003,3141,1,1,Los Angeles,1416591,12260
2004,3529,5,1,Houston,391719,3503
2005,4350,5,1,San Antonio,900450,2963
2006,1365,3,1,San Diego,638820,5306
2007,2071,4,2,Houston,770412,3850
2008,4698,2,2,San Jose,507384,4624
2009,1554,5,1,San Diego,383838,1112
2010,2169,4,1,Philadelphia,589968,1906
2011,2080,3,1,San Diego,492960,3919
2012,4192,5,3,Phoenix,1299520,12958
2013,2215,2,3,Houston,939160,3165
2014,2635,4,1,Los Angeles,582335,3329
2015,3043,2,3,San Antonio,1062007,8815
2016,1430,3,2,Los Angeles,589160,2751
2017,4445,5,2,Los Angeles,2031365,7186
2018,1002,5,2,Dallas,262524,1788
2019,883,4,1,Houston,166887,1497
2020,4683,4,2,San Diego,1044309,9297
2021,2279,4,2,Chicago,736117,4531
2022,2620,5,3,San Diego,1173760,7305
2023,705,2,3,San Antonio,277770,864
2024,4260,5,3,San Diego,1610280,10653
2025,3085,5,3,San Jose,1076665,6841
2026,1296,2,1,Philadelphia,149040,449
2027,2718,5,1,San Jose,1011096,9027
